Fixed-Rate,Flex-Rate,Shannon-Rate
26.58965720228301,26.58965720228301,26.589657202283014
26.58965720228301,26.58965720228301,26.589657202283014
26.58965720228301,26.58965720228301,26.589657202283014
26.58965720228301,26.58965720228301,26.589657202283014
26.58965720228301,26.58965720228301,26.589657202283014
26.58965720228301,26.58965720228301,26.589657202283014
26.58965720228301,26.58965720228301,26.589657202283014
26.58965720228301,26.58965720228301,26.589657202283014
26.58965720228301,26.58965720228301,26.589657202283014
26.58965720228301,26.58965720228301,26.589657202283014
