Fixed-Rate,Flex-Rate,Shannon-Rate
0.0027734601518622,0.0028103690387614,0.002815769709255
0.0028167084080024,0.0028356614147731,0.0028087119843484497
0.0028030305612819,0.0028858183643824,0.0028027199992141797
0.0028971708909462,0.0029006301745335,0.00280434053405868
0.0029085407563127,0.0028523146951473,0.00291803381153567
0.0030287278044963,0.0028493798054669,0.00285130762328988
0.0030117996896028,0.0028877492613612,0.0028011748245138305
0.002982206294232,0.0029052359067739,0.0028010135686485004
0.0030417367375911,0.0028562578807918,0.00280037933311945
0.0029999144465068,0.0028637679297372,0.0028651112083141403
